fecha,sku,producto,categoria,sucursal,cliente,cantidad,precio_unitario,costo_unitario,ingreso,costo_total,margen,margen_pct,descuento,dia_semana,mes
2024-01-23,MUE001,Silla Ergonómica,Muebles,Sucursal Mérida,Distribuidora ABC,4,6500.0,3500,26000.0,14000,12000.0,85.7,0.0,1,1
2024-01-23,MUE002,Escritorio Eléctrico,Muebles,Sucursal Querétaro,Comprador Final,5,8075.0,4500,40375.0,22500,17875.0,79.4,0.05,1,1
2024-01-23,MUE003,Lámpara LED,Muebles,Sucursal Tijuana,Tienda 123,5,570.0,300,2850.0,1500,1350.0,90.0,0.05,1,1
2024-01-24,MUE001,Silla Ergonómica,Muebles,Sucursal Monterrey,Comprador Final,5,6500.0,3500,32500.0,17500,15000.0,85.7,0.0,2,1
2024-01-24,MUE003,Lámpara LED,Muebles,Sucursal Monterrey,Mayorista JJ,1,600.0,300,600.0,300,300.0,100.0,0.0,2,1
2024-01-24,SOF002,Antivirus 3 equipos,Software,Matriz CDMX,Venta Mostrador,4,720.0,400,2880.0,1600,1280.0,80.0,0.1,2,1
2024-01-24,RED002,Switch 8 puertos,Redes,Sucursal Cancún,Comprador Final,6,1045.0,600,6270.0,3600,2670.0,74.2,0.05,2,1
2024-01-24,MON002,Monitor 24 HD,Electrónica,Sucursal Guadalajara,Grupo Gamma,19,3230.0,2500,61370.0,47500,13870.0,29.2,0.05,2,1
2024-01-24,DIS002,HDD 4TB,Almacenamiento,Sucursal Guadalajara,Distribuidora ABC,14,1615.0,1200,22610.0,16800,5810.0,34.6,0.15,2,1
2024-01-24,MOU002,Mouse Gamer,Periféricos,Sucursal Toluca,Venta Mostrador,10,935.0,600,9350.0,6000,3350.0,55.8,0.15,2,1
2024-01-24,DIS003,USB 64GB,Almacenamiento,Sucursal Cancún,Venta Mostrador,4,350.0,150,1400.0,600,800.0,133.3,0.0,2,1
2024-01-25,MUE003,Lámpara LED,Muebles,Sucursal Querétaro,Comprador Final,4,600.0,300,2400.0,1200,1200.0,100.0,0.0,3,1
2024-01-25,PAP002,Tinta Impresora,Papelería,Sucursal Puebla,Cliente Corp,8,450.0,250,3600.0,2000,1600.0,80.0,0.1,3,1
2024-01-25,PAP001,Papel Bond 5000 hojas,Papelería,Sucursal Querétaro,Mayorista JJ,4,380.0,200,1520.0,800,720.0,90.0,0.05,3,1
2024-01-25,TEC001,Teclado Mecánico,Periféricos,Sucursal Guadalajara,Mayorista JJ,4,1400.0,800,5600.0,3200,2400.0,75.0,0.0,3,1
2024-01-25,WEB001,Webcam HD,Cámaras,Matriz CDMX,Mayorista JJ,9,1700.0,900,15300.0,8100,7200.0,88.9,0.0,3,1
2024-01-25,MOU002,Mouse Gamer,Periféricos,Sucursal Monterrey,Comercial MX,13,1100.0,600,14300.0,7800,6500.0,83.3,0.0,3,1
2024-01-25,DIS003,USB 64GB,Almacenamiento,Sucursal Monterrey,Venta Mostrador,10,332.5,150,3325.0,1500,1825.0,121.7,0.05,3,1
2024-01-26,PAP002,Tinta Impresora,Papelería,Sucursal Toluca,Comprador Final,7,500.0,250,3500.0,1750,1750.0,100.0,0.0,4,1
2024-01-26,LAP002,Laptop Air 13,Electrónica,Sucursal Puebla,Distribuidora ABC,10,11500.0,9000,115000.0,90000,25000.0,27.8,0.0,4,1
2024-01-26,MOU002,Mouse Gamer,Periféricos,Sucursal Toluca,Cliente Corp,2,880.0,600,1760.0,1200,560.0,46.7,0.2,4,1
2024-01-26,AUD002,Parlante Portátil,Audio,Sucursal Querétaro,Comercial MX,10,1350.0,800,13500.0,8000,5500.0,68.8,0.1,4,1
2024-01-26,DIS002,HDD 4TB,Almacenamiento,Sucursal Guadalajara,Comercial MX,6,1900.0,1200,11400.0,7200,4200.0,58.3,0.0,4,1
2024-01-26,RED001,Router WiFi 6,Redes,Sucursal Querétaro,Distribuidora ABC,5,2100.0,1200,10500.0,6000,4500.0,75.0,0.0,4,1
2024-01-26,SOF001,Office 365 1 año,Software,Sucursal Cancún,Cliente Premium,11,1800.0,900,19800.0,9900,9900.0,100.0,0.0,4,1
2024-01-26,MUE001,Silla Ergonómica,Muebles,Sucursal Mérida,Empresa Beta,8,6500.0,3500,52000.0,28000,24000.0,85.7,0.0,4,1
2024-01-27,MUE001,Silla Ergonómica,Muebles,Sucursal Puebla,Comercial MX,3,6500.0,3500,19500.0,10500,9000.0,85.7,0.0,5,1
2024-01-27,RED002,Switch 8 puertos,Redes,Sucursal Puebla,Empresa XYZ,3,1100.0,600,3300.0,1800,1500.0,83.3,0.0,5,1
2024-01-27,MUE002,Escritorio Eléctrico,Muebles,Sucursal Tijuana,Cliente Premium,9,8500.0,4500,76500.0,40500,36000.0,88.9,0.0,5,1
2024-01-27,DIS003,USB 64GB,Almacenamiento,Sucursal Monterrey,Empresa XYZ,3,350.0,150,1050.0,450,600.0,133.3,0.0,5,1
2024-01-27,SOF002,Antivirus 3 equipos,Software,Sucursal Guadalajara,Grupo Gamma,4,640.0,400,2560.0,1600,960.0,60.0,0.2,5,1
2024-01-27,MON001,Monitor 27 4K,Electrónica,Sucursal Toluca,Empresa Beta,4,7200.0,5500,28800.0,22000,6800.0,30.9,0.0,5,1
2024-01-27,LAP002,Laptop Air 13,Electrónica,Sucursal Tijuana,Tienda 123,3,10925.0,9000,32775.0,27000,5775.0,21.4,0.05,5,1
2024-01-27,LAP001,Laptop Pro 15,Electrónica,Sucursal Monterrey,Venta Mostrador,4,13500.0,12000,54000.0,48000,6000.0,12.5,0.1,5,1
2024-01-27,AUD002,Parlante Portátil,Audio,Sucursal Cancún,Comprador Final,10,1350.0,800,13500.0,8000,5500.0,68.8,0.1,5,1
2024-01-28,LAP001,Laptop Pro 15,Electrónica,Sucursal Tijuana,Empresa Beta,10,15000.0,12000,150000.0,120000,30000.0,25.0,0.0,6,1
2024-01-28,AUD001,Audífonos Bluetooth,Audio,Sucursal Guadalajara,Tienda 123,5,2090.0,1200,10450.0,6000,4450.0,74.2,0.05,6,1
2024-01-28,AUD002,Parlante Portátil,Audio,Sucursal Puebla,Empresa XYZ,11,1500.0,800,16500.0,8800,7700.0,87.5,0.0,6,1
2024-01-28,WEB002,Cámara Seguridad,Cámaras,Sucursal Monterrey,Mayorista JJ,5,3200.0,1800,16000.0,9000,7000.0,77.8,0.0,6,1
2024-01-28,RED002,Switch 8 puertos,Redes,Sucursal Puebla,Empresa Beta,8,990.0,600,7920.0,4800,3120.0,65.0,0.1,6,1
2024-01-28,MUE003,Lámpara LED,Muebles,Matriz CDMX,Tienda 123,12,570.0,300,6840.0,3600,3240.0,90.0,0.05,6,1
2024-01-29,MUE002,Escritorio Eléctrico,Muebles,Sucursal Toluca,Comprador Final,6,6800.0,4500,40800.0,27000,13800.0,51.1,0.2,0,1
2024-01-29,MUE001,Silla Ergonómica,Muebles,Matriz CDMX,Comercial MX,23,6500.0,3500,149500.0,80500,69000.0,85.7,0.0,0,1
2024-01-29,RED001,Router WiFi 6,Redes,Sucursal Puebla,Cliente Premium,13,1890.0,1200,24570.0,15600,8970.0,57.5,0.1,0,1
2024-01-29,DIS003,USB 64GB,Almacenamiento,Matriz CDMX,Tienda 123,11,315.0,150,3465.0,1650,1815.0,110.0,0.1,0,1
2024-01-29,DIS001,SSD 1TB,Almacenamiento,Sucursal Puebla,Distribuidora ABC,4,2500.0,1500,10000.0,6000,4000.0,66.7,0.0,0,1
2024-01-29,MON001,Monitor 27 4K,Electrónica,Sucursal Cancún,Distribuidora ABC,13,6840.0,5500,88920.0,71500,17420.0,24.4,0.05,0,1
2024-01-29,AUD003,Micrófono USB,Audio,Matriz CDMX,Grupo Gamma,7,2660.0,1500,18620.0,10500,8120.0,77.3,0.05,0,1
2024-01-29,AUD001,Audífonos Bluetooth,Audio,Sucursal Puebla,Soluciones Inc,6,1870.0,1200,11220.0,7200,4020.0,55.8,0.15,0,1
2024-01-29,LAP002,Laptop Air 13,Electrónica,Sucursal Cancún,Tienda 123,16,10925.0,9000,174800.0,144000,30800.0,21.4,0.05,0,1
2024-01-29,WEB002,Cámara Seguridad,Cámaras,Sucursal Cancún,Distribuidora ABC,7,3200.0,1800,22400.0,12600,9800.0,77.8,0.0,0,1
2024-01-30,MUE002,Escritorio Eléctrico,Muebles,Sucursal Toluca,Tienda 123,7,7225.0,4500,50575.0,31500,19075.0,60.6,0.15,1,1
2024-01-30,PAP001,Papel Bond 5000 hojas,Papelería,Matriz CDMX,Venta Mostrador,15,400.0,200,6000.0,3000,3000.0,100.0,0.0,1,1
2024-01-30,RED001,Router WiFi 6,Redes,Sucursal Mérida,Comercial MX,2,2100.0,1200,4200.0,2400,1800.0,75.0,0.0,1,1
2024-01-30,TEC002,Teclado Inalámbrico,Periféricos,Sucursal Toluca,Cliente Premium,12,750.0,450,9000.0,5400,3600.0,66.7,0.0,1,1
2024-01-30,TEC001,Teclado Mecánico,Periféricos,Sucursal Tijuana,Comercial MX,18,1260.0,800,22680.0,14400,8280.0,57.5,0.1,1,1
2024-01-30,DIS001,SSD 1TB,Almacenamiento,Sucursal Puebla,Empresa XYZ,17,2500.0,1500,42500.0,25500,17000.0,66.7,0.0,1,1
2024-01-31,MUE002,Escritorio Eléctrico,Muebles,Matriz CDMX,Comprador Final,9,8075.0,4500,72675.0,40500,32175.0,79.4,0.05,2,1
2024-01-31,SOF001,Office 365 1 año,Software,Sucursal Mérida,Venta Mostrador,9,1800.0,900,16200.0,8100,8100.0,100.0,0.0,2,1
2024-01-31,RED002,Switch 8 puertos,Redes,Sucursal Querétaro,Tienda 123,8,1100.0,600,8800.0,4800,4000.0,83.3,0.0,2,1
2024-01-31,DIS003,USB 64GB,Almacenamiento,Sucursal Cancún,Venta Mostrador,4,350.0,150,1400.0,600,800.0,133.3,0.0,2,1
2024-01-31,PAP002,Tinta Impresora,Papelería,Sucursal Mérida,Soluciones Inc,5,500.0,250,2500.0,1250,1250.0,100.0,0.0,2,1
2024-01-31,AUD001,Audífonos Bluetooth,Audio,Sucursal Guadalajara,Venta Mostrador,14,2090.0,1200,29260.0,16800,12460.0,74.2,0.05,2,1
2024-01-31,MOU002,Mouse Gamer,Periféricos,Sucursal Puebla,Comercial MX,5,1100.0,600,5500.0,3000,2500.0,83.3,0.0,2,1
2024-01-31,TEC001,Teclado Mecánico,Periféricos,Sucursal Monterrey,Distribuidora ABC,12,1400.0,800,16800.0,9600,7200.0,75.0,0.0,2,1
2024-01-31,AUD003,Micrófono USB,Audio,Sucursal Guadalajara,Cliente Corp,9,2800.0,1500,25200.0,13500,11700.0,86.7,0.0,2,1
2024-02-01,LAP001,Laptop Pro 15,Electrónica,Sucursal Mérida,Cliente Premium,15,15000.0,12000,225000.0,180000,45000.0,25.0,0.0,3,2
2024-02-01,MON002,Monitor 24 HD,Electrónica,Sucursal Querétaro,Empresa XYZ,7,3400.0,2500,23800.0,17500,6300.0,36.0,0.0,3,2
2024-02-01,TEC001,Teclado Mecánico,Periféricos,Sucursal Querétaro,Comercial MX,3,1400.0,800,4200.0,2400,1800.0,75.0,0.0,3,2
2024-02-01,MOU002,Mouse Gamer,Periféricos,Sucursal Puebla,Comercial MX,6,1100.0,600,6600.0,3600,3000.0,83.3,0.0,3,2
2024-02-01,DIS001,SSD 1TB,Almacenamiento,Sucursal Tijuana,Empresa Beta,5,2500.0,1500,12500.0,7500,5000.0,66.7,0.0,3,2
2024-02-01,PAP002,Tinta Impresora,Papelería,Sucursal Guadalajara,Distribuidora ABC,12,475.0,250,5700.0,3000,2700.0,90.0,0.05,3,2
2024-02-02,SOF001,Office 365 1 año,Software,Sucursal Toluca,Comprador Final,13,1710.0,900,22230.0,11700,10530.0,90.0,0.05,4,2
2024-02-02,MUE002,Escritorio Eléctrico,Muebles,Sucursal Mérida,Mayorista JJ,8,7225.0,4500,57800.0,36000,21800.0,60.6,0.15,4,2
2024-02-02,RED001,Router WiFi 6,Redes,Sucursal Monterrey,Distribuidora ABC,11,1785.0,1200,19635.0,13200,6435.0,48.8,0.15,4,2
2024-02-02,MON002,Monitor 24 HD,Electrónica,Matriz CDMX,Grupo Gamma,8,3060.0,2500,24480.0,20000,4480.0,22.4,0.1,4,2
2024-02-02,LAP002,Laptop Air 13,Electrónica,Sucursal Tijuana,Comprador Final,7,10925.0,9000,76475.0,63000,13475.0,21.4,0.05,4,2
2024-02-02,WEB001,Webcam HD,Cámaras,Sucursal Cancún,Mayorista JJ,8,1445.0,900,11560.0,7200,4360.0,60.6,0.15,4,2
2024-02-03,MUE001,Silla Ergonómica,Muebles,Sucursal Mérida,Distribuidora ABC,1,6500.0,3500,6500.0,3500,3000.0,85.7,0.0,5,2
2024-02-03,PAP001,Papel Bond 5000 hojas,Papelería,Sucursal Cancún,Empresa XYZ,1,400.0,200,400.0,200,200.0,100.0,0.0,5,2
2024-02-03,SOF002,Antivirus 3 equipos,Software,Sucursal Guadalajara,Distribuidora ABC,3,800.0,400,2400.0,1200,1200.0,100.0,0.0,5,2
2024-02-03,PAP002,Tinta Impresora,Papelería,Sucursal Toluca,Tienda 123,2,475.0,250,950.0,500,450.0,90.0,0.05,5,2
2024-02-03,WEB001,Webcam HD,Cámaras,Matriz CDMX,Cliente Premium,4,1700.0,900,6800.0,3600,3200.0,88.9,0.0,5,2
2024-02-03,TEC001,Teclado Mecánico,Periféricos,Sucursal Querétaro,Empresa Beta,2,1260.0,800,2520.0,1600,920.0,57.5,0.1,5,2
2024-02-03,DIS003,USB 64GB,Almacenamiento,Sucursal Toluca,Mayorista JJ,7,332.5,150,2327.5,1050,1277.5,121.7,0.05,5,2
2024-02-04,MON001,Monitor 27 4K,Electrónica,Sucursal Cancún,Grupo Gamma,9,6480.0,5500,58320.0,49500,8820.0,17.8,0.1,6,2
2024-02-04,AUD001,Audífonos Bluetooth,Audio,Matriz CDMX,Tienda 123,4,2090.0,1200,8360.0,4800,3560.0,74.2,0.05,6,2
2024-02-04,WEB002,Cámara Seguridad,Cámaras,Sucursal Tijuana,Distribuidora ABC,5,2880.0,1800,14400.0,9000,5400.0,60.0,0.1,6,2
2024-02-04,PAP001,Papel Bond 5000 hojas,Papelería,Sucursal Querétaro,Distribuidora ABC,6,380.0,200,2280.0,1200,1080.0,90.0,0.05,6,2
2024-02-05,RED001,Router WiFi 6,Redes,Sucursal Cancún,Empresa Beta,8,2100.0,1200,16800.0,9600,7200.0,75.0,0.0,0,2
2024-02-05,MUE001,Silla Ergonómica,Muebles,Sucursal Querétaro,Cliente Corp,15,6175.0,3500,92625.0,52500,40125.0,76.4,0.05,0,2
2024-02-05,PAP002,Tinta Impresora,Papelería,Sucursal Tijuana,Soluciones Inc,12,500.0,250,6000.0,3000,3000.0,100.0,0.0,0,2
2024-02-05,WEB002,Cámara Seguridad,Cámaras,Sucursal Mérida,Comprador Final,6,3200.0,1800,19200.0,10800,8400.0,77.8,0.0,0,2
2024-02-05,WEB001,Webcam HD,Cámaras,Sucursal Tijuana,Mayorista JJ,5,1700.0,900,8500.0,4500,4000.0,88.9,0.0,0,2
2024-02-05,MOU001,Mouse Ergonómico,Periféricos,Sucursal Mérida,Comercial MX,8,617.5,350,4940.0,2800,2140.0,76.4,0.05,0,2
2024-02-05,TEC002,Teclado Inalámbrico,Periféricos,Sucursal Puebla,Empresa XYZ,9,750.0,450,6750.0,4050,2700.0,66.7,0.0,0,2
2024-02-05,MON002,Monitor 24 HD,Electrónica,Sucursal Tijuana,Distribuidora ABC,3,3400.0,2500,10200.0,7500,2700.0,36.0,0.0,0,2
2024-02-05,LAP001,Laptop Pro 15,Electrónica,Sucursal Puebla,Venta Mostrador,10,15000.0,12000,150000.0,120000,30000.0,25.0,0.0,0,2
2024-02-05,AUD002,Parlante Portátil,Audio,Sucursal Monterrey,Cliente Premium,5,1350.0,800,6750.0,4000,2750.0,68.8,0.1,0,2
2024-02-06,MUE003,Lámpara LED,Muebles,Sucursal Puebla,Venta Mostrador,4,540.0,300,2160.0,1200,960.0,80.0,0.1,1,2
2024-02-06,MUE001,Silla Ergonómica,Muebles,Matriz CDMX,Soluciones Inc,15,6500.0,3500,97500.0,52500,45000.0,85.7,0.0,1,2
2024-02-06,PAP002,Tinta Impresora,Papelería,Sucursal Tijuana,Empresa XYZ,3,500.0,250,1500.0,750,750.0,100.0,0.0,1,2
2024-02-06,TEC001,Teclado Mecánico,Periféricos,Sucursal Monterrey,Comercial MX,12,1190.0,800,14280.0,9600,4680.0,48.8,0.15,1,2
2024-02-06,LAP002,Laptop Air 13,Electrónica,Sucursal Mérida,Empresa XYZ,5,11500.0,9000,57500.0,45000,12500.0,27.8,0.0,1,2
2024-02-06,SOF001,Office 365 1 año,Software,Matriz CDMX,Empresa Beta,3,1710.0,900,5130.0,2700,2430.0,90.0,0.05,1,2
2024-02-07,PAP002,Tinta Impresora,Papelería,Sucursal Mérida,Tienda 123,8,450.0,250,3600.0,2000,1600.0,80.0,0.1,2,2
2024-02-07,AUD002,Parlante Portátil,Audio,Sucursal Querétaro,Venta Mostrador,3,1500.0,800,4500.0,2400,2100.0,87.5,0.0,2,2
2024-02-07,DIS001,SSD 1TB,Almacenamiento,Sucursal Mérida,Comprador Final,6,2375.0,1500,14250.0,9000,5250.0,58.3,0.05,2,2
2024-02-07,DIS002,HDD 4TB,Almacenamiento,Sucursal Puebla,Cliente Corp,8,1900.0,1200,15200.0,9600,5600.0,58.3,0.0,2,2
2024-02-07,RED001,Router WiFi 6,Redes,Sucursal Guadalajara,Cliente Corp,10,1680.0,1200,16800.0,12000,4800.0,40.0,0.2,2,2
2024-02-07,PAP001,Papel Bond 5000 hojas,Papelería,Matriz CDMX,Empresa XYZ,5,400.0,200,2000.0,1000,1000.0,100.0,0.0,2,2
2024-02-07,MUE001,Silla Ergonómica,Muebles,Sucursal Cancún,Grupo Gamma,8,6500.0,3500,52000.0,28000,24000.0,85.7,0.0,2,2
2024-02-08,PAP001,Papel Bond 5000 hojas,Papelería,Matriz CDMX,Cliente Premium,7,360.0,200,2520.0,1400,1120.0,80.0,0.1,3,2
2024-02-08,MUE003,Lámpara LED,Muebles,Sucursal Tijuana,Comercial MX,10,600.0,300,6000.0,3000,3000.0,100.0,0.0,3,2
2024-02-08,SOF002,Antivirus 3 equipos,Software,Sucursal Cancún,Cliente Corp,7,800.0,400,5600.0,2800,2800.0,100.0,0.0,3,2
2024-02-08,PAP002,Tinta Impresora,Papelería,Sucursal Tijuana,Comercial MX,9,500.0,250,4500.0,2250,2250.0,100.0,0.0,3,2
2024-02-08,WEB001,Webcam HD,Cámaras,Sucursal Querétaro,Venta Mostrador,10,1445.0,900,14450.0,9000,5450.0,60.6,0.15,3,2
2024-02-08,TEC001,Teclado Mecánico,Periféricos,Sucursal Mérida,Distribuidora ABC,6,1330.0,800,7980.0,4800,3180.0,66.3,0.05,3,2
2024-02-08,RED002,Switch 8 puertos,Redes,Sucursal Toluca,Venta Mostrador,5,1100.0,600,5500.0,3000,2500.0,83.3,0.0,3,2
2024-02-09,LAP002,Laptop Air 13,Electrónica,Sucursal Cancún,Distribuidora ABC,13,11500.0,9000,149500.0,117000,32500.0,27.8,0.0,4,2
2024-02-09,TEC001,Teclado Mecánico,Periféricos,Sucursal Toluca,Venta Mostrador,7,1400.0,800,9800.0,5600,4200.0,75.0,0.0,4,2
2024-02-09,MOU002,Mouse Gamer,Periféricos,Matriz CDMX,Distribuidora ABC,3,1100.0,600,3300.0,1800,1500.0,83.3,0.0,4,2
2024-02-09,AUD001,Audífonos Bluetooth,Audio,Sucursal Puebla,Empresa Beta,16,1980.0,1200,31680.0,19200,12480.0,65.0,0.1,4,2
2024-02-09,DIS001,SSD 1TB,Almacenamiento,Matriz CDMX,Distribuidora ABC,15,2500.0,1500,37500.0,22500,15000.0,66.7,0.0,4,2
2024-02-09,PAP001,Papel Bond 5000 hojas,Papelería,Sucursal Puebla,Mayorista JJ,7,400.0,200,2800.0,1400,1400.0,100.0,0.0,4,2
2024-02-09,MUE002,Escritorio Eléctrico,Muebles,Sucursal Querétaro,Empresa XYZ,9,8500.0,4500,76500.0,40500,36000.0,88.9,0.0,4,2
2024-02-10,DIS001,SSD 1TB,Almacenamiento,Sucursal Cancún,Comercial MX,3,2375.0,1500,7125.0,4500,2625.0,58.3,0.05,5,2
2024-02-10,DIS003,USB 64GB,Almacenamiento,Sucursal Tijuana,Tienda 123,1,350.0,150,350.0,150,200.0,133.3,0.0,5,2
2024-02-11,SOF001,Office 365 1 año,Software,Sucursal Querétaro,Venta Mostrador,4,1710.0,900,6840.0,3600,3240.0,90.0,0.05,6,2
2024-02-11,RED001,Router WiFi 6,Redes,Sucursal Querétaro,Cliente Premium,1,1890.0,1200,1890.0,1200,690.0,57.5,0.1,6,2
2024-02-11,DIS003,USB 64GB,Almacenamiento,Sucursal Cancún,Venta Mostrador,4,332.5,150,1330.0,600,730.0,121.7,0.05,6,2
2024-02-11,WEB002,Cámara Seguridad,Cámaras,Sucursal Guadalajara,Venta Mostrador,3,2880.0,1800,8640.0,5400,3240.0,60.0,0.1,6,2
2024-02-11,MON002,Monitor 24 HD,Electrónica,Sucursal Querétaro,Soluciones Inc,7,3400.0,2500,23800.0,17500,6300.0,36.0,0.0,6,2
2024-02-11,AUD002,Parlante Portátil,Audio,Sucursal Tijuana,Distribuidora ABC,3,1500.0,800,4500.0,2400,2100.0,87.5,0.0,6,2
2024-02-11,TEC002,Teclado Inalámbrico,Periféricos,Sucursal Puebla,Mayorista JJ,7,750.0,450,5250.0,3150,2100.0,66.7,0.0,6,2
2024-02-11,TEC001,Teclado Mecánico,Periféricos,Sucursal Toluca,Empresa XYZ,3,1400.0,800,4200.0,2400,1800.0,75.0,0.0,6,2
2024-02-11,AUD003,Micrófono USB,Audio,Sucursal Cancún,Cliente Corp,6,2660.0,1500,15960.0,9000,6960.0,77.3,0.05,6,2
2024-02-12,SOF001,Office 365 1 año,Software,Sucursal Tijuana,Cliente Premium,4,1710.0,900,6840.0,3600,3240.0,90.0,0.05,0,2
2024-02-12,MUE002,Escritorio Eléctrico,Muebles,Sucursal Tijuana,Grupo Gamma,3,7650.0,4500,22950.0,13500,9450.0,70.0,0.1,0,2
2024-02-12,PAP002,Tinta Impresora,Papelería,Sucursal Toluca,Venta Mostrador,11,500.0,250,5500.0,2750,2750.0,100.0,0.0,0,2
2024-02-12,DIS003,USB 64GB,Almacenamiento,Sucursal Puebla,Cliente Premium,14,315.0,150,4410.0,2100,2310.0,110.0,0.1,0,2
2024-02-12,MON001,Monitor 27 4K,Electrónica,Sucursal Cancún,Empresa XYZ,12,6120.0,5500,73440.0,66000,7440.0,11.3,0.15,0,2
2024-02-12,MOU002,Mouse Gamer,Periféricos,Sucursal Tijuana,Tienda 123,7,1100.0,600,7700.0,4200,3500.0,83.3,0.0,0,2
2024-02-12,TEC001,Teclado Mecánico,Periféricos,Sucursal Cancún,Tienda 123,11,1190.0,800,13090.0,8800,4290.0,48.8,0.15,0,2
2024-02-12,MON002,Monitor 24 HD,Electrónica,Sucursal Guadalajara,Comprador Final,15,2890.0,2500,43350.0,37500,5850.0,15.6,0.15,0,2
2024-02-12,WEB001,Webcam HD,Cámaras,Matriz CDMX,Cliente Premium,8,1700.0,900,13600.0,7200,6400.0,88.9,0.0,0,2
2024-02-13,RED002,Switch 8 puertos,Redes,Sucursal Tijuana,Comprador Final,9,1100.0,600,9900.0,5400,4500.0,83.3,0.0,1,2
2024-02-13,RED001,Router WiFi 6,Redes,Sucursal Guadalajara,Grupo Gamma,7,1995.0,1200,13965.0,8400,5565.0,66.3,0.05,1,2
2024-02-13,SOF001,Office 365 1 año,Software,Sucursal Tijuana,Cliente Premium,3,1710.0,900,5130.0,2700,2430.0,90.0,0.05,1,2
2024-02-13,LAP001,Laptop Pro 15,Electrónica,Sucursal Cancún,Cliente Corp,11,15000.0,12000,165000.0,132000,33000.0,25.0,0.0,1,2
2024-02-13,DIS002,HDD 4TB,Almacenamiento,Sucursal Tijuana,Distribuidora ABC,4,1710.0,1200,6840.0,4800,2040.0,42.5,0.1,1,2
2024-02-14,LAP001,Laptop Pro 15,Electrónica,Sucursal Monterrey,Comercial MX,9,14250.0,12000,128250.0,108000,20250.0,18.8,0.05,2,2
2024-02-14,MON002,Monitor 24 HD,Electrónica,Sucursal Mérida,Cliente Corp,2,3400.0,2500,6800.0,5000,1800.0,36.0,0.0,2,2
2024-02-14,WEB001,Webcam HD,Cámaras,Sucursal Monterrey,Comercial MX,5,1700.0,900,8500.0,4500,4000.0,88.9,0.0,2,2
2024-02-14,SOF002,Antivirus 3 equipos,Software,Matriz CDMX,Mayorista JJ,2,800.0,400,1600.0,800,800.0,100.0,0.0,2,2
2024-02-14,MUE001,Silla Ergonómica,Muebles,Sucursal Toluca,Venta Mostrador,10,6175.0,3500,61750.0,35000,26750.0,76.4,0.05,2,2
2024-02-14,MUE003,Lámpara LED,Muebles,Sucursal Mérida,Cliente Corp,4,570.0,300,2280.0,1200,1080.0,90.0,0.05,2,2
2024-02-15,PAP001,Papel Bond 5000 hojas,Papelería,Sucursal Tijuana,Soluciones Inc,13,400.0,200,5200.0,2600,2600.0,100.0,0.0,3,2
2024-02-15,MUE003,Lámpara LED,Muebles,Matriz CDMX,Soluciones Inc,9,570.0,300,5130.0,2700,2430.0,90.0,0.05,3,2
2024-02-15,RED002,Switch 8 puertos,Redes,Sucursal Querétaro,Empresa XYZ,7,1045.0,600,7315.0,4200,3115.0,74.2,0.05,3,2
2024-02-15,MON001,Monitor 27 4K,Electrónica,Sucursal Querétaro,Grupo Gamma,5,5760.0,5500,28800.0,27500,1300.0,4.7,0.2,3,2
2024-02-15,AUD001,Audífonos Bluetooth,Audio,Matriz CDMX,Comprador Final,4,2200.0,1200,8800.0,4800,4000.0,83.3,0.0,3,2
2024-02-15,TEC002,Teclado Inalámbrico,Periféricos,Sucursal Toluca,Empresa XYZ,11,712.5,450,7837.5,4950,2887.5,58.3,0.05,3,2
2024-02-15,AUD002,Parlante Portátil,Audio,Sucursal Tijuana,Mayorista JJ,12,1425.0,800,17100.0,9600,7500.0,78.1,0.05,3,2
2024-02-16,SOF001,Office 365 1 año,Software,Sucursal Puebla,Cliente Corp,8,1800.0,900,14400.0,7200,7200.0,100.0,0.0,4,2
2024-02-16,RED001,Router WiFi 6,Redes,Matriz CDMX,Venta Mostrador,7,1890.0,1200,13230.0,8400,4830.0,57.5,0.1,4,2
2024-02-16,DIS002,HDD 4TB,Almacenamiento,Sucursal Mérida,Cliente Premium,8,1900.0,1200,15200.0,9600,5600.0,58.3,0.0,4,2
2024-02-16,PAP001,Papel Bond 5000 hojas,Papelería,Sucursal Mérida,Cliente Corp,4,380.0,200,1520.0,800,720.0,90.0,0.05,4,2
2024-02-16,AUD002,Parlante Portátil,Audio,Sucursal Monterrey,Cliente Premium,10,1350.0,800,13500.0,8000,5500.0,68.8,0.1,4,2
2024-02-16,MOU002,Mouse Gamer,Periféricos,Sucursal Toluca,Tienda 123,7,1100.0,600,7700.0,4200,3500.0,83.3,0.0,4,2
2024-02-16,LAP002,Laptop Air 13,Electrónica,Sucursal Puebla,Comercial MX,16,11500.0,9000,184000.0,144000,40000.0,27.8,0.0,4,2
2024-02-16,WEB001,Webcam HD,Cámaras,Sucursal Mérida,Empresa Beta,4,1700.0,900,6800.0,3600,3200.0,88.9,0.0,4,2
2024-02-17,MOU001,Mouse Ergonómico,Periféricos,Sucursal Puebla,Venta Mostrador,5,650.0,350,3250.0,1750,1500.0,85.7,0.0,5,2
2024-02-17,WEB001,Webcam HD,Cámaras,Sucursal Mérida,Cliente Corp,11,1360.0,900,14960.0,9900,5060.0,51.1,0.2,5,2
2024-02-17,DIS001,SSD 1TB,Almacenamiento,Sucursal Querétaro,Grupo Gamma,14,2375.0,1500,33250.0,21000,12250.0,58.3,0.05,5,2
